Order ID,Order Name,Order Status,Last Fulfill Date,Tracking Number,Notes,Paid_at,Processed at,Order Created At,Quantity,Lineitem SKU,Shipping Company Name,Replace at
850122_950291_92275,#1854,TO_ORDER,Not fulfill,,,12-04-2018 03:37:46,Not processed yet,12-04-2018 02:01:28,1,UBBR00BK0M,Not support,12-04-2018 09:34:49
